id,Text1,Text2,Class
310,"A man and a woman are seen through the fence seated at a table , staring into each other 's eyes.",A boyfriend and girlfriend are having a romantic day by a fence.,Neutral
311,A homeless man holding a sign surrounded by buckets and crates.,There is a homeless man holding a sign.,Duplicate
312,A football player in purple is running the ball while another in white attempts to tackle him.,A football player in purple running in a touchdown.,Neutral
313,"Two men , one wearing a yellow shirt and the other a blue shirt , are playing frisbee on a field.",two men are playing disc golf,Neutral
314,There is a young woman with a bag smiling in front of a building.,The young woman is smiling.,Duplicate
315,A girl wearing a gray shirt and a headband smiles as she holds a brown pottery.,The girl is dressed up in a skirt and walking through the mall.,Conflict
316,A gentleman rides his mountain bike down rough terrain while wearing a white helmet.,A man is doing an outdoor sport.,Duplicate
317,Woman getting out of a red flying vehicle.,The woman got out of the vehicle.,Duplicate
318,A cyclist riding an all terrain vehicle.,A family riding an all terrain vehicle.,Neutral
319,A kid stands outside holding a toothbrush.,A kid is holding toothpaste,Neutral
320,"People with umbrellas standing in front of a house decorated for Christmas with trees , lights , and a biblical scene on a wall.",The people are inside the pretty house.,Conflict
321,A man in a sweatshirt playing on a slot machine or arcade game.,A man is sleeping.,Conflict
322,"A man standing on the beach , with a red bucket on his head.",A man has a bucket.,Duplicate
323,Two women are walking down the street holding umbrellas.,The two women are running down the street holding books.,Conflict
324,A man falls off a brick wall while still on his bike.,A man fall off his bike.,Duplicate
325,Two young women are reading from a paper into a microphone.,The women are enjoying performing.,Neutral
326,A man in an orange shirt flips his skateboard on a suburban street.,A man is riding a skateboard in the street.,Duplicate
327,"Two people wearing blue , red , and white football uniforms crouched over as though in play.",People playing football,Duplicate
328,Two small dogs facing a third dog.,two animals looking at a third animal.,Duplicate
329,"Four adult women , one with tattoos , practicing their dancing.",Four people dancing,Duplicate
330,A man is cutting food on a watercraft at the dock as six pelicans float nearby in the water.,A man on a watercraft at the dock is cutting food as six pelicans float nearby.,Duplicate
331,Crowd of people watch as woman wearing a black helmet and man in a aqua shirt fight.,People are watching a ballet.,Conflict
332,A group of men and women eating and drinking.,There are no women eating with the men.,Conflict
333,"two children , one wearing blue , the other wearing red , competing to get a ball in a game.",The two children are siblings.,Neutral
334,Someone licks the face of a man with blue and yellow paint on his face.,A person climbing a tree.,Conflict
335,A young lady wearing a white dress with a flower in her hair smiling at the camera.,A lady is smiling at her husband the photographer.,Neutral
336,The person in the red and black uniform has a ball above her head.,The person in red and black is catching a ball.,Duplicate
337,A woman with white hair is observing something while sitting at a desk.,A woman has white hair,Duplicate
338,A man sitting by a statue of a man at a laptop computer.,A man is drinking coffee while sitting next to a statue,Neutral
339,Four people with black hair pose for a picture with windows in the background.,Four friends are in a heated argument outside the Empire State Building.,Conflict
340,"A man with a beard , wearing a blue denim shirt , leans into an automobile 's engine compartment.",There is a man leaning into an engine compartment.,Duplicate
341,A man in a white shirt sitting beside the road on a pole.,The man is waiting for a ride.,Neutral
342,A young -LRB- Asian -RRB- woman wearing sunglasses and a tan coat is smiling and hugging a wooden robot.,A women is hugging a robot.,Duplicate
343,The musician in the brown coat is walking in his tennis shoes.,The tennis shoes are old.,Neutral
344,"A woman purchases a spool of yarn from another woman , who is selling on the side of the street.",The women are at the spa getting massages.,Conflict
345,A brown dog walks on top of a felled tree trunk.,A brown dog walks on the tree that was struck by lightning.,Neutral
346,two young children riding on a bike down a dirt road through a puddle.,the children are on a couch eating popcorn.,Conflict
347,A man writes a note while sitting next to a crate and a bike.,The man is near the crate.,Duplicate
348,A man wearing a gray t-shirt and blue jeans stands ready to hit a golf ball at a driving range.,A man prepares to hit a golf ball.,Duplicate
349,"With blue slide in background , a young boy is standing on a swing 's seat at a playground.",The sun is shining while the young boy is standing on the swing 's seat.,Neutral
350,A group of people dressed up and dancing.,A group of people dance at a party.,Neutral
351,Three women are standing outside holding umbrellas.,Three women are standing in the rain without umbrellas.,Conflict
352,A man is walking his dog in the city at night.,A woman is taking her dog for a walk.,Conflict
353,Three people enjoying the view in a modern building.,Three people looking out the window in a building.,Duplicate
354,A man in a gray shirt is on a boat with a flag.,The boat is located in a bathtub.,Conflict
355,An asian girl and an asian guy is looking each other with sour faces in an underground station.,People are angry at eachother in a dark transit station.,Neutral
356,A woman in a Green Shirt selling food.,She is a hot dog vendor.,Neutral
357,A man lies down and rests his head on a pillow between two rows of white columns.,A man is resting with his eyes closed.,Neutral
358,"Two guys against a wall , one is in black pants and is upside down , the other man is in khaki rolled up pants holding the other one up.",Two men are playing tennis.,Conflict
359,A man placing his hand inside the pot of a small tree as he squats behind a row of other small trees.,A man lost something inside a pot and is looking for it.,Neutral
360,Men standing around talking on cellphones.,Women standing around talking on cellphones.,Conflict
361,A man and woman are gazing at each other on a balcony inside a building.,The married couple looks into each others ' eyes.,Neutral
362,Female jumping off a bar stool in the middle of a field.,A girl is at an outdoor bar at a park.,Neutral
